Epoch, Ratio of 1s (if random), Location of ASM (if needed), K (if needed), Accuracy, Loss
1, , conv1, 5, 0.5928143858909607, 0.022715067934847163 
2, , conv1, 5, 0.7886227369308472, 0.013211265616788122 
3, , conv1, 5, 0.8718562722206116, 0.008404746330426838 
4, , conv1, 5, 0.8868263363838196, 0.006466461521779706 
5, , conv1, 5, 0.910179615020752, 0.005083522967949599 
6, , conv1, 5, 0.9155688881874084, 0.004492042869507909 
7, , conv1, 5, 0.9221556782722473, 0.0039684099663874345 
8, , conv1, 5, 0.9245508909225464, 0.00376562132628378 
9, , conv1, 5, 0.9359281659126282, 0.003446101966107677 
10, , conv1, 5, 0.9389221668243408, 0.003184191139782974 
11, , conv1, 5, 0.9443113803863525, 0.0030298454965838415 
12, , conv1, 5, 0.9449101686477661, 0.0029989949377354033 
13, , conv1, 5, 0.9497005939483643, 0.002704648486154522 
14, , conv1, 5, 0.9497005939483643, 0.0026087884149865476 
15, , conv1, 5, 0.9502993822097778, 0.0025729406892717956 
16, , conv1, 5, 0.9514970183372498, 0.0024793090733760846 
17, , conv1, 5, 0.9538922309875488, 0.002386754030685225 
18, , conv1, 5, 0.9562874436378479, 0.0022520720869481205 
19, , conv1, 5, 0.955089807510376, 0.002277158770687923 
20, , conv1, 5, 0.9580838084220886, 0.002163226832217442 
21, , conv1, 5, 0.9562874436378479, 0.002144799801983876 
22, , conv1, 5, 0.961077868938446, 0.0020566897522546574 
23, , conv1, 5, 0.9598802328109741, 0.002102186456099599 
24, , conv1, 5, 0.9622754454612732, 0.0020194819553972718 
25, , conv1, 5, 0.9604790210723877, 0.0019997033363063177 
26, , conv1, 5, 0.9616766571998596, 0.0020198954436593426 
27, , conv1, 5, 0.9604790210723877, 0.002035426548096591 
28, , conv1, 5, 0.961077868938446, 0.001997136725057028 
29, , conv1, 5, 0.9616766571998596, 0.002072912154574237 
30, , conv1, 5, 0.961077868938446, 0.002015142662528746 
31, , maxpool, 5, 0.5946107506752014, 0.022630554473328734 
32, , maxpool, 5, 0.7940119504928589, 0.013129443786815255 
33, , maxpool, 5, 0.8754491209983826, 0.00828021534545693 
34, , maxpool, 5, 0.8946107625961304, 0.0063418466084731555 
35, , maxpool, 5, 0.912574827671051, 0.00497088593815615 
36, , maxpool, 5, 0.9215568900108337, 0.004373004626549646 
37, , maxpool, 5, 0.9263473153114319, 0.0038607955960456484 
38, , maxpool, 5, 0.9323353171348572, 0.003668090261652798 
39, , maxpool, 5, 0.9377245306968689, 0.003361057739950226 
40, , maxpool, 5, 0.940119743347168, 0.0031136882630829325 
41, , maxpool, 5, 0.946107804775238, 0.0029511281830108095 
42, , maxpool, 5, 0.9455089569091797, 0.0029132706163350693 
43, , maxpool, 5, 0.9514970183372498, 0.0026280337487330696 
44, , maxpool, 5, 0.9538922309875488, 0.0025363570915724705 
45, , maxpool, 5, 0.9556885957717896, 0.0024943534931736793 
46, , maxpool, 5, 0.9532934427261353, 0.0024068147724795484 
47, , maxpool, 5, 0.9556885957717896, 0.002321008230353187 
48, , maxpool, 5, 0.957485020160675, 0.002190440289765418 
49, , maxpool, 5, 0.9568862318992615, 0.002203878862950616 
50, , maxpool, 5, 0.9562874436378479, 0.002115189814995863 
51, , maxpool, 5, 0.9580838084220886, 0.0020970172778575005 
52, , maxpool, 5, 0.9592814445495605, 0.002007694589252957 
53, , maxpool, 5, 0.9592814445495605, 0.0020502192765742004 
