Epoch, Ratio of 1s (if random), Location of ASM (if needed), Accuracy, Loss
92, , layer2.1.conv2, 0.41936859488487244, 0.012721644377545692 
93, , layer2.1.conv2, 0.470563143491745, 0.011334148079868876 
94, , layer2.1.conv2, 0.48421502113342285, 0.010958373572028944 
95, , layer2.1.conv2, 0.5017064809799194, 0.010653068664334332 
96, , layer2.1.conv2, 0.5127986073493958, 0.010479913293399909 
97, , layer2.1.conv2, 0.5315699577331543, 0.01010091831023986 
98, , layer2.1.conv2, 0.5409556031227112, 0.009998657508616561 
99, , layer2.1.conv2, 0.5413822531700134, 0.010012080937420549 
100, , layer2.1.conv2, 0.5550341010093689, 0.009770270735788265 
101, , layer2.1.conv2, 0.5678327679634094, 0.00959683864444189 
102, , layer2.1.conv2, 0.5635665655136108, 0.009765520675978766 
103, , layer2.1.conv2, 0.5784983038902283, 0.009549336250451849 
