Epoch, Ratio of 1s (if random), Location of ASM (if needed), K (if needed), Accuracy, Loss
137, , layer2.1.conv2, , 0.5908703207969666, 0.009409391826635334 
138, , layer2.1.conv2, , 0.5930033922195435, 0.009459592163588203 
139, , layer2.1.conv2, , 0.5968430042266846, 0.009508487507828064 
140, , layer2.1.conv2, , 0.6087883710861206, 0.009202437039858855 
141, , layer2.1.conv2, , 0.6011092066764832, 0.009458762488674385 
142, , layer2.1.conv2, , 0.5994027256965637, 0.009515351920989389 
143, , layer2.1.conv2, , 0.605802059173584, 0.00941604194024724 
144, , layer2.1.conv2, , 0.5972696542739868, 0.009681018965744729 
145, , layer2.1.conv2, , 0.605802059173584, 0.009494285645923313 
146, , layer2.1.conv2, , 0.6028156876564026, 0.009585229781656542 
147, , layer2.1.conv2, , 0.6049488186836243, 0.00956829365202998 
148, , layer2.1.conv2, , 0.6006826162338257, 0.009610175844854055 
149, , layer2.1.conv2, , 0.6032423377037048, 0.009534347490900206 
150, , layer2.1.conv2, , 0.605802059173584, 0.009468452610812902 
151, , layer3.1.conv2, , 0.34513652324676514, 0.014072334095072827 
152, , layer3.1.conv2, , 0.4697099030017853, 0.01181743166857612 
153, , layer3.1.conv2, , 0.5507678985595703, 0.010162090456729863 
154, , layer3.1.conv2, , 0.5563139915466309, 0.009581056700021334 
155, , layer3.1.conv2, , 0.5678327679634094, 0.009179247549572903 
156, , layer3.1.conv2, , 0.5831910967826843, 0.008895016901525622 
157, , layer3.1.conv2, , 0.6032423377037048, 0.00850949018125648 
158, , layer3.1.conv2, , 0.6079351305961609, 0.00841000373554718 
159, , layer3.1.conv2, , 0.6139078736305237, 0.00832442409095097 
160, , layer3.1.conv2, , 0.623720109462738, 0.008162521760364035 
161, , layer3.1.conv2, , 0.6335324048995972, 0.00797084362942204 
162, , layer3.1.conv2, , 0.6279863715171814, 0.008078825860300162 
163, , layer3.1.conv2, , 0.6407849788665771, 0.007886826438962803 
164, , layer3.1.conv2, , 0.6433447003364563, 0.00775884442768813 
165, , layer3.1.conv2, , 0.6365187764167786, 0.008005652452720514 
166, , layer3.1.conv2, , 0.645477831363678, 0.007839370614280066 
167, , layer3.1.conv2, , 0.6467576622962952, 0.00773782201378317 
168, , layer3.1.conv2, , 0.6497440338134766, 0.007768910848646848 
169, , layer3.1.conv2, , 0.650170624256134, 0.007799700913321443 
170, , layer3.1.conv2, , 0.6591296792030334, 0.0075247997271831535 
171, , layer3.1.conv2, , 0.6591296792030334, 0.007714654404809857 
172, , layer3.1.conv2, , 0.6561433672904968, 0.007790800002832665 
173, , layer3.1.conv2, , 0.6565699577331543, 0.0077315877372901185 
174, , layer3.1.conv2, , 0.6540102362632751, 0.007925414642376298 
175, , layer3.1.conv2, , 0.6595563292503357, 0.007740966905760277 
176, , layer3.1.conv2, , 0.6578498482704163, 0.007810003349856305 
177, , layer3.1.conv2, , 0.6552901268005371, 0.007816950069047484 
178, , layer3.1.conv2, , 0.6548634767532349, 0.007882837612982902 
179, , layer3.1.conv2, , 0.6561433672904968, 0.007816836419086204 
180, , layer3.1.conv2, , 0.6582764387130737, 0.007736793379124521 
181, , layer4.1.conv2, , 0.3442832827568054, 0.014016964024651173 
182, , layer4.1.conv2, , 0.47994881868362427, 0.011679773800609056 
183, , layer4.1.conv2, , 0.5580204725265503, 0.009988618995549328 
184, , layer4.1.conv2, , 0.56612628698349, 0.009385024295935452 
185, , layer4.1.conv2, , 0.5831910967826843, 0.008957358058097012 
186, , layer4.1.conv2, , 0.5942832827568054, 0.008665100439314956 
187, , layer4.1.conv2, , 0.61774742603302, 0.008244247668432294 
188, , layer4.1.conv2, , 0.6198805570602417, 0.008137565996154584 
189, , layer4.1.conv2, , 0.6271331310272217, 0.008003260463527038 
190, , layer4.1.conv2, , 0.6352388858795166, 0.007872329878623982 
191, , layer4.1.conv2, , 0.6463310718536377, 0.00769975707697787 
192, , layer4.1.conv2, , 0.6437713503837585, 0.007781193855476054 
193, , layer4.1.conv2, , 0.6488907933235168, 0.007644191606815764 
194, , layer4.1.conv2, , 0.6569966077804565, 0.007451943118671915 
195, , layer4.1.conv2, , 0.650170624256134, 0.007667160421330164 
196, , layer4.1.conv2, , 0.6565699577331543, 0.007550289294978051 
197, , layer4.1.conv2, , 0.6578498482704163, 0.007456691655943825 
198, , layer4.1.conv2, , 0.6599829196929932, 0.007505155136687967 
199, , layer4.1.conv2, , 0.664675772190094, 0.0074145005532753345 
200, , layer4.1.conv2, , 0.6740614175796509, 0.007196108508638961 
201, , layer4.1.conv2, , 0.6663822531700134, 0.007426169529277513 
202, , layer4.1.conv2, , 0.6680887341499329, 0.007442206459011844 
203, , layer4.1.conv2, , 0.6680887341499329, 0.007460336560071939 
204, , layer4.1.conv2, , 0.6616894006729126, 0.007674888275411146 
205, , layer4.1.conv2, , 0.671928346157074, 0.0073754144768920366 
206, , layer4.1.conv2, , 0.6685153841972351, 0.007501231061466318 
207, , layer4.1.conv2, , 0.6604095697402954, 0.007564570586301971 
208, , layer4.1.conv2, , 0.6642491221427917, 0.007528194299431791 
209, , layer4.1.conv2, , 0.6680887341499329, 0.0074978185938385155 
210, , layer4.1.conv2, , 0.6655290126800537, 0.0074558691582531245 
211, , layer1.1.conv2, , 0.31441980600357056, 0.014990752060665613 
212, , layer1.1.conv2, , 0.38651877641677856, 0.01352596766102436 
213, , layer1.1.conv2, , 0.4052900969982147, 0.012538946656440305 
214, , layer1.1.conv2, , 0.4189419746398926, 0.012365019056984183 
215, , layer1.1.conv2, , 0.4236348271369934, 0.012149460359441542 
216, , layer1.1.conv2, , 0.43643343448638916, 0.01201477770156421 
217, , layer1.1.conv2, , 0.4564846456050873, 0.011662702746816463 
218, , layer1.1.conv2, , 0.46715018153190613, 0.011536470566695054 
219, , layer1.1.conv2, , 0.46715018153190613, 0.011593451348384493 
220, , layer1.1.conv2, , 0.4786689281463623, 0.011293237081668482 
221, , layer1.1.conv2, , 0.48933446407318115, 0.011074671299282602 
222, , layer1.1.conv2, , 0.4846416413784027, 0.011393927063144514 
223, , layer1.1.conv2, , 0.501279890537262, 0.011150300375634086 
224, , layer1.1.conv2, , 0.5089590549468994, 0.010920285724052594 
225, , layer1.1.conv2, , 0.4991467595100403, 0.011278557060318188 
226, , layer1.1.conv2, , 0.5140784978866577, 0.010969325423291518 
227, , layer1.1.conv2, , 0.5187713503837585, 0.010982834476558016 
228, , layer1.1.conv2, , 0.5183447003364563, 0.011058770285429807 
229, , layer1.1.conv2, , 0.5221843123435974, 0.011096935480858482 
230, , layer1.1.conv2, , 0.5332764387130737, 0.010797917455078798 
231, , layer1.1.conv2, , 0.5260238647460938, 0.011099439435368308 
232, , layer1.1.conv2, , 0.5294368863105774, 0.011157352623526554 
233, , layer1.1.conv2, , 0.5290102362632751, 0.01123421441496639 
234, , layer1.1.conv2, , 0.5268771052360535, 0.011439165046419503 
235, , layer1.1.conv2, , 0.5319966077804565, 0.011223400722070257 
236, , layer1.1.conv2, , 0.5302901268005371, 0.011357574908018316 
237, , layer1.1.conv2, , 0.5290102362632751, 0.011361926002586864 
238, , layer1.1.conv2, , 0.5290102362632751, 0.011336084347180132 
239, , layer1.1.conv2, , 0.5290102362632751, 0.01128975109836093 
240, , layer1.1.conv2, , 0.5328498482704163, 0.011221568685012262 
241, , allConv, , 0.3442832827568054, 0.014016964024651173 
242, , allConv, , 0.47994881868362427, 0.011679773800609056 
243, , allConv, , 0.5580204725265503, 0.009988618995549328 
244, , allConv, , 0.56612628698349, 0.009385024295935452 
245, , allConv, , 0.5831910967826843, 0.008957358058097012 
246, , allConv, , 0.5942832827568054, 0.008665100439314956 
247, , allConv, , 0.61774742603302, 0.008244247668432294 
248, , allConv, , 0.6198805570602417, 0.008137565996154584 
249, , allConv, , 0.6271331310272217, 0.008003260463527038 
250, , allConv, , 0.6352388858795166, 0.007872329878623982 
251, , allConv, , 0.6463310718536377, 0.00769975707697787 
252, , allConv, , 0.6437713503837585, 0.007781193855476054 
253, , allConv, , 0.6488907933235168, 0.007644191606815764 
254, , allConv, , 0.6569966077804565, 0.007451943118671915 
255, , allConv, , 0.650170624256134, 0.007667160421330164 
256, , allConv, , 0.6565699577331543, 0.007550289294978051 
257, , allConv, , 0.6578498482704163, 0.007456691655943825 
258, , allConv, , 0.6599829196929932, 0.007505155136687967 
259, , allConv, , 0.664675772190094, 0.0074145005532753345 
260, , allConv, , 0.6740614175796509, 0.007196108508638961 
261, , allConv, , 0.6663822531700134, 0.007426169529277513 
262, , allConv, , 0.6680887341499329, 0.007442206459011844 
263, , allConv, , 0.6680887341499329, 0.007460336560071939 
264, , allConv, , 0.6616894006729126, 0.007674888275411146 
265, , allConv, , 0.671928346157074, 0.0073754144768920366 
266, , allConv, , 0.6685153841972351, 0.007501231061466318 
267, , allConv, , 0.6604095697402954, 0.007564570586301971 
268, , allConv, , 0.6642491221427917, 0.007528194299431791 
269, , allConv, , 0.6680887341499329, 0.0074978185938385155 
270, , allConv, , 0.6655290126800537, 0.0074558691582531245 
271, , avgpool, , 0.338310569524765, 0.013982713731075716 
272, , avgpool, , 0.49274742603302, 0.011555889004733375 
273, , avgpool, , 0.5729522109031677, 0.009800632303078427 
274, , avgpool, , 0.5836177468299866, 0.009148082126936408 
275, , avgpool, , 0.6006826162338257, 0.008692306590365061 
276, , avgpool, , 0.6083617806434631, 0.008382336093500612 
277, , avgpool, , 0.6335324048995972, 0.00798784725291737 
278, , avgpool, , 0.6352388858795166, 0.007845400632343194 
279, , avgpool, , 0.644197940826416, 0.007716533336979131 
280, , avgpool, , 0.6523037552833557, 0.007606889442270526 
281, , avgpool, , 0.6604095697402954, 0.00742408710789355 
282, , avgpool, , 0.6612628102302551, 0.007496131374262299 
283, , avgpool, , 0.6655290126800537, 0.007346323408415293 
284, , avgpool, , 0.6732081770896912, 0.007159747977966742 
285, , avgpool, , 0.6599829196929932, 0.007389156363980762 
286, , avgpool, , 0.663395881652832, 0.007308771890991784 
287, , avgpool, , 0.6723549365997314, 0.007170614001337986 
288, , avgpool, , 0.6697952151298523, 0.0072228622339894745 
289, , avgpool, , 0.6744880676269531, 0.00714022296229727 
290, , avgpool, , 0.6843003630638123, 0.0069561541086832004 
291, , avgpool, , 0.6757678985595703, 0.007159409742586238 
292, , avgpool, , 0.6817406415939331, 0.007152314475855119 
293, , avgpool, , 0.6774743795394897, 0.007166918541969089 
294, , avgpool, , 0.6689419746398926, 0.0073969400179518365 
295, , avgpool, , 0.6817406415939331, 0.007081340391303289 
296, , avgpool, , 0.67662113904953, 0.007216369453499748 
297, , avgpool, , 0.6744880676269531, 0.007250241547466952 
298, , avgpool, , 0.6774743795394897, 0.007208045654685424 
299, , avgpool, , 0.6783276200294495, 0.0071861921450434695 
300, , avgpool, , 0.6787542700767517, 0.0071302902544673795 
