Epoch, Ratio of 1s (if random), Location of ASM (if needed), Accuracy, Loss
75, , layer1.1.conv2, 0.33799949288368225, 0.01654602612633534 
76, , layer1.1.conv2, 0.34308984875679016, 0.016186680600187436 
77, , layer1.1.conv2, 0.3469076156616211, 0.016560551121387206 
78, , layer1.1.conv2, 0.34945279359817505, 0.01676190636727791 
79, , layer1.1.conv2, 0.34767115116119385, 0.01700129255474175 
80, , layer1.1.conv2, 0.34970730543136597, 0.01678257047386684 
81, , layer1.1.conv2, 0.34792569279670715, 0.017229032830507526 
82, , layer1.1.conv2, 0.353270560503006, 0.017047664809087423 
83, , layer1.1.conv2, 0.3550521731376648, 0.017031441229571214 
84, , layer1.1.conv2, 0.353270560503006, 0.01749961169568841 
85, , layer1.1.conv2, 0.35759735107421875, 0.01716679103291347 
86, , layer1.1.conv2, 0.35454314947128296, 0.01734330351342376 
87, , layer1.1.conv2, 0.3563247621059418, 0.01730095895306395 
88, , layer1.1.conv2, 0.3565792739391327, 0.017277281849886146 
89, , layer1.1.conv2, 0.3553066849708557, 0.017135708488772376 
90, , layer1.1.conv2, 0.35785186290740967, 0.017150286220053917 
91, , layer2.1.conv2, 0.10180707275867462, 0.017647044929908293 
92, , layer2.1.conv2, 0.2339017540216446, 0.016758191976938033 
93, , layer2.1.conv2, 0.2524815499782562, 0.016292656247747495 
94, , layer2.1.conv2, 0.2654619514942169, 0.016521487657154266 
95, , layer2.1.conv2, 0.2799694538116455, 0.016200688510913223 
96, , layer2.1.conv2, 0.2893866002559662, 0.016262620968137815 
97, , layer2.1.conv2, 0.29549503326416016, 0.016037371480819924 
98, , layer2.1.conv2, 0.30363959074020386, 0.016062630621584112 
99, , layer2.1.conv2, 0.31000253558158875, 0.01613246654244469 
100, , layer2.1.conv2, 0.3209468126296997, 0.015838608270869907 
101, , layer2.1.conv2, 0.32196488976478577, 0.0160285888903922 
102, , layer2.1.conv2, 0.32781878113746643, 0.01604279198395323 
103, , layer2.1.conv2, 0.33774498105049133, 0.01601306789550626 
104, , layer2.1.conv2, 0.33469074964523315, 0.016245521580362843 
105, , layer2.1.conv2, 0.34105369448661804, 0.016139812098110138 
106, , layer2.1.conv2, 0.35123440623283386, 0.01576072076981715 
107, , layer2.1.conv2, 0.3680325746536255, 0.015781506877055936 
108, , layer2.1.conv2, 0.3680325746536255, 0.01606988845420084 
109, , layer2.1.conv2, 0.3631967306137085, 0.016423702922659874 
110, , layer2.1.conv2, 0.36701449751853943, 0.01611397444792272 
111, , layer2.1.conv2, 0.36701449751853943, 0.016710464414763797 
112, , layer2.1.conv2, 0.3766861855983734, 0.01641859639825697 
113, , layer2.1.conv2, 0.38559430837631226, 0.01602218060221615 
114, , layer2.1.conv2, 0.3802494406700134, 0.016558400787873923 
115, , layer2.1.conv2, 0.38712140917778015, 0.016385151327915487 
116, , layer2.1.conv2, 0.38228556513786316, 0.0165225186931113 
117, , layer2.1.conv2, 0.38533976674079895, 0.016456901572017034 
118, , layer2.1.conv2, 0.38203105330467224, 0.016529860566153298 
119, , layer2.1.conv2, 0.3843217194080353, 0.016315896514415378 
120, , layer2.1.conv2, 0.386357843875885, 0.016308000601864128 
121, , layer3.1.conv2, 0.06693815439939499, 0.017005910943803913 
122, , layer3.1.conv2, 0.23135657608509064, 0.01546164546858782 
123, , layer3.1.conv2, 0.2960040867328644, 0.014451698238657279 
124, , layer3.1.conv2, 0.3191651701927185, 0.014078348579222267 
125, , layer3.1.conv2, 0.343598872423172, 0.013579607677386899 
126, , layer3.1.conv2, 0.35556119680404663, 0.013468303338174876 
127, , layer3.1.conv2, 0.3751590847969055, 0.013034484986586558 
128, , layer3.1.conv2, 0.3894120752811432, 0.013034052568466252 
129, , layer3.1.conv2, 0.39730212092399597, 0.01295851180498216 
130, , layer3.1.conv2, 0.4062102437019348, 0.012754899213319518 
131, , layer3.1.conv2, 0.41155511140823364, 0.012854358081327318 
132, , layer3.1.conv2, 0.4123186469078064, 0.012848744913651216 
133, , layer3.1.conv2, 0.42835327982902527, 0.012861614571360421 
134, , layer3.1.conv2, 0.430389404296875, 0.01290239538968019 
135, , layer3.1.conv2, 0.43573427200317383, 0.012797368880476044 
136, , layer3.1.conv2, 0.44769662618637085, 0.01256340209628887 
