Epoch, Ratio of 1s (if random), Location of ASM (if needed), K (if needed), Accuracy, Loss
1, 0.4, , , 0.15474675595760345, 0.015353417178091125 
2, 0.4, , , 0.04072283208370209, 0.015353632537606837 
3, 0.4, , , 0.04072283208370209, 0.01535389213411521 
4, 0.4, , , 0.04072283208370209, 0.015354139230183956 
5, 0.4, , , 0.04072283208370209, 0.015354387084774523 
6, 0.4, , , 0.04072283208370209, 0.015354666554554633 
7, 0.4, , , 0.04072283208370209, 0.01535491334721465 
8, 0.4, , , 0.04072283208370209, 0.015355166208049243 
9, 0.4, , , 0.04072283208370209, 0.015355425804557616 
10, 0.4, , , 0.04072283208370209, 0.015355685401065989 
11, 0.4, , , 0.04072283208370209, 0.015355945907800548 
12, 0.4, , , 0.04072283208370209, 0.015356181201269742 
13, 0.4, , , 0.04072283208370209, 0.015356459245028826 
14, 0.4, , , 0.04072283208370209, 0.015356720692330445 
15, 0.4, , , 0.04072283208370209, 0.015356986751444743 
16, 0.4, , , 0.04072283208370209, 0.015357251748628488 
17, 0.4, , , 0.04072283208370209, 0.015357518323537623 
18, 0.4, , , 0.04072283208370209, 0.015357784898446759 
19, 0.4, , , 0.04072283208370209, 0.01535806764504114 
20, 0.4, , , 0.04072283208370209, 0.015358332702906631 
21, 0.4, , , 0.04072283208370209, 0.015358615388819266 
22, 0.4, , , 0.04072283208370209, 0.015358890277127571 
23, 0.4, , , 0.04072283208370209, 0.01535916194930335 
24, 0.4, , , 0.04072283208370209, 0.015359421909902199 
25, 0.4, , , 0.04072283208370209, 0.015359455861338953 
26, 0.4, , , 0.04072283208370209, 0.015359480953240825 
27, 0.4, , , 0.04072283208370209, 0.015359508715139511 
28, 0.4, , , 0.04072283208370209, 0.01535953417113186 
29, 0.4, , , 0.04072283208370209, 0.015359565695298782 
30, 0.4, , , 0.04072283208370209, 0.015359589179134393 
31, 1.0, , , 0.2076864391565323, 0.030696309653515427 
32, 1.0, , , 0.2076864391565323, 0.03069133629899621 
33, 1.0, , , 0.2079409509897232, 0.030681612231282976 
34, 1.0, , , 0.20743191242218018, 0.030679443010576325 
35, 1.0, , , 0.2097225785255432, 0.030679465129072655 
36, 1.0, , , 0.2097225785255432, 0.030679761255991977 
37, 1.0, , , 0.19546958804130554, 0.030679721873538977 
38, 1.0, , , 0.19826927781105042, 0.03067996681540575 
39, 1.0, , , 0.1962331384420395, 0.030680475571162224 
40, 1.0, , , 0.1964876502752304, 0.030681188581674936 
41, 1.0, , , 0.1964876502752304, 0.03068142166026041 
42, 1.0, , , 0.1964876502752304, 0.03068244812233086 
43, 1.0, , , 0.1964876502752304, 0.030682428340081738 
44, 1.0, , , 0.1964876502752304, 0.03068290117224472 
45, 1.0, , , 0.1964876502752304, 0.03068309280519784 
46, 1.0, , , 0.1964876502752304, 0.030683394514837772 
47, 1.0, , , 0.1964876502752304, 0.030684444278698594 
48, 1.0, , , 0.1964876502752304, 0.030684920873129812 
49, 1.0, , , 0.1964876502752304, 0.03068569954129144 
50, 1.0, , , 0.1964876502752304, 0.030686414068847798 
51, 1.0, , , 0.1964876502752304, 0.030687279602928483 
52, 1.0, , , 0.1964876502752304, 0.030687543629204294 
53, 1.0, , , 0.1964876502752304, 0.030689045623775415 
54, 1.0, , , 0.1964876502752304, 0.030689457288738668 
55, 1.0, , , 0.1964876502752304, 0.030689513692421354 
56, 1.0, , , 0.1964876502752304, 0.0306895316542181 
57, 1.0, , , 0.1964876502752304, 0.030689580654727804 
58, 1.0, , , 0.1964876502752304, 0.030689762093147634 
59, 1.0, , , 0.1964876502752304, 0.030689793890382414 
60, 1.0, , , 0.1964876502752304, 0.030689950479627352 
61, 0.8, , , 0.2076864391565323, 0.030701306522211126 
62, 0.8, , , 0.2076864391565323, 0.030701384255527448 
63, 0.8, , , 0.2076864391565323, 0.0306998096855884 
64, 0.8, , , 0.2076864391565323, 0.030699355968175333 
65, 0.8, , , 0.2076864391565323, 0.030699329753661162 
66, 0.8, , , 0.2076864391565323, 0.030699337460242875 
67, 0.8, , , 0.2064138501882553, 0.030699399476987042 
68, 0.8, , , 0.20335963368415833, 0.03069954581101695 
69, 0.8, , , 0.19190633296966553, 0.030699682709035392 
70, 0.8, , , 0.19266988337039948, 0.030699781832667094 
71, 0.8, , , 0.19521506130695343, 0.03069983981407517 
72, 0.8, , , 0.1964876502752304, 0.03069998860571578 
73, 0.8, , , 0.1964876502752304, 0.030700133119293312 
74, 0.8, , , 0.1964876502752304, 0.03070023724916904 
75, 0.8, , , 0.1964876502752304, 0.030700411011348034 
76, 0.8, , , 0.1964876502752304, 0.03070048216069494 
