Epoch, Ratio of 1s (if random), Location of ASM (if needed), K (if needed), Accuracy, Loss
1, , conv1, , 0.6029940247535706, 0.011611158048321387 
2, , conv1, , 0.7958083748817444, 0.006653830498278498 
3, , conv1, , 0.8742514848709106, 0.004160782623433781 
4, , conv1, , 0.8928143978118896, 0.003180903776320155 
5, , conv1, , 0.9119760394096375, 0.002524762332974794 
6, , conv1, , 0.9191616773605347, 0.0022152943748556925 
7, , conv1, , 0.9257485270500183, 0.001969128200215494 
8, , conv1, , 0.9329341053962708, 0.0018468525885286446 
9, , conv1, , 0.9359281659126282, 0.0017337603193378734 
10, , conv1, , 0.9407185912132263, 0.0015962213344738155 
11, , conv1, , 0.9455089569091797, 0.001513610853852626 
12, , conv1, , 0.9449101686477661, 0.0014824413655403846 
13, , conv1, , 0.9508982300758362, 0.001362275959042732 
14, , conv1, , 0.9502993822097778, 0.0013323349186670993 
15, , conv1, , 0.9497005939483643, 0.0013023266089176703 
16, , conv1, , 0.9514970183372498, 0.0012539503928608523 
17, , conv1, , 0.9562874436378479, 0.0011708119493758608 
18, , conv1, , 0.9568862318992615, 0.0011221213478171182 
19, , conv1, , 0.955089807510376, 0.0011463668331236183 
20, , conv1, , 0.957485020160675, 0.0011164241453666174 
21, , conv1, , 0.958682656288147, 0.0010740656612028261 
22, , conv1, , 0.9580838084220886, 0.0010632573392710643 
23, , conv1, , 0.9598802328109741, 0.0010578494156504462 
24, , conv1, , 0.9592814445495605, 0.0010304119566198952 
25, , conv1, , 0.9592814445495605, 0.0010258157564672881 
26, , conv1, , 0.958682656288147, 0.001033197551363421 
27, , conv1, , 0.958682656288147, 0.0010375477775128302 
28, , conv1, , 0.9598802328109741, 0.0010368017858998504 
29, , conv1, , 0.9598802328109741, 0.0010537419719119628 
30, , conv1, , 0.9598802328109741, 0.0010366592227208044 
31, , conv1, , 0.6029940247535706, 0.011610539730437502 
32, , conv1, , 0.7952095866203308, 0.006656817012204381 
33, , conv1, , 0.8742514848709106, 0.004161774523243933 
34, , conv1, , 0.8928143978118896, 0.003179746661000623 
35, , conv1, , 0.9119760394096375, 0.0025233833108119622 
36, , conv1, , 0.9185628890991211, 0.002214527901953566 
37, , conv1, , 0.9263473153114319, 0.0019692292158118266 
38, , conv1, , 0.9323353171348572, 0.0018464868364041437 
39, , conv1, , 0.9359281659126282, 0.0017341727959717106 
40, , conv1, , 0.9419161677360535, 0.001598008289308605 
41, , conv1, , 0.946107804775238, 0.00151349049797672 
42, , conv1, , 0.9455089569091797, 0.0014822251938595742 
43, , conv1, , 0.9508982300758362, 0.001362317869673946 
44, , conv1, , 0.9502993822097778, 0.0013330054675747534 
45, , conv1, , 0.9497005939483643, 0.001301917230743848 
46, , conv1, , 0.9526945948600769, 0.0012534493680842623 
47, , conv1, , 0.9562874436378479, 0.001169158599735377 
48, , conv1, , 0.9568862318992615, 0.0011213192604705245 
49, , conv1, , 0.9544910192489624, 0.0011469566246528112 
50, , conv1, , 0.9580838084220886, 0.0011174786646298306 
51, , conv1, , 0.9598802328109741, 0.0010748750284804913 
52, , conv1, , 0.9580838084220886, 0.001063218533234325 
53, , conv1, , 0.9598802328109741, 0.0010570435628607245 
54, , conv1, , 0.9592814445495605, 0.0010298602550686477 
55, , conv1, , 0.9598802328109741, 0.001024854430806137 
56, , conv1, , 0.958682656288147, 0.0010323657453461677 
57, , conv1, , 0.9592814445495605, 0.0010369439492236355 
58, , conv1, , 0.9598802328109741, 0.0010360186473427418 
59, , conv1, , 0.9598802328109741, 0.001052907863799148 
60, , conv1, , 0.9598802328109741, 0.0010355592398586387 
61, , maxpool, , 0.6000000238418579, 0.0115706011920632 
62, , maxpool, , 0.8035928010940552, 0.006614664357579397 
63, , maxpool, , 0.8790419101715088, 0.0041005831457183745 
64, , maxpool, , 0.8994011878967285, 0.0031156706685077644 
65, , maxpool, , 0.916167676448822, 0.0024664590681741337 
66, , maxpool, , 0.9209581017494202, 0.0021585085434827978 
67, , maxpool, , 0.93113774061203, 0.001916571371926519 
68, , maxpool, , 0.9371257424354553, 0.0017992617015888592 
69, , maxpool, , 0.9383233785629272, 0.0016902628304537185 
70, , maxpool, , 0.9449101686477661, 0.001563142962798387 
71, , maxpool, , 0.9467065930366516, 0.0014719263366061055 
72, , maxpool, , 0.9479041695594788, 0.0014402639098510057 
73, , maxpool, , 0.9526945948600769, 0.0013233825854377119 
74, , maxpool, , 0.9526945948600769, 0.0012955410617911172 
75, , maxpool, , 0.955089807510376, 0.0012626922393808822 
76, , maxpool, , 0.9526945948600769, 0.0012157208838327203 
77, , maxpool, , 0.9580838084220886, 0.0011385888485851401 
78, , maxpool, , 0.957485020160675, 0.0010912000631054719 
79, , maxpool, , 0.9580838084220886, 0.0011123230558134124 
80, , maxpool, , 0.9568862318992615, 0.0010930711431373023 
81, , maxpool, , 0.9592814445495605, 0.001051036024209625 
82, , maxpool, , 0.9598802328109741, 0.001038040352907188 
83, , maxpool, , 0.9592814445495605, 0.0010325895873327811 
84, , maxpool, , 0.9592814445495605, 0.0010059976286650775 
85, , maxpool, , 0.9604790210723877, 0.0009994542142543607 
86, , maxpool, , 0.9604790210723877, 0.0010085329898594025 
87, , maxpool, , 0.9592814445495605, 0.00101198523087862 
88, , maxpool, , 0.9604790210723877, 0.0010076329731075707 
89, , maxpool, , 0.961077868938446, 0.001025602621901892 
90, , maxpool, , 0.9604790210723877, 0.0010101260734487793 
91, , layer1.1.conv2, , 0.6035928130149841, 0.011544547751992049 
